,rxn_ids,rxn_names,reactions,rxn_bounds,rxn_subsystems
759,CSNATm_Neuron,"carnitine O-aceyltransferase, mitochondrial Neuron",acrn[mN] + coa[mN] <=> accoa[mN] + crn[mN],"(-1000.0, 1000.0)",Fatty Acid Metabolism
760,CSm_Neuron,citrate synthase Neuron,accoa[mN] + h2o[mN] + oaa[mN] --> cit[mN] + coa[mN] + h[mN],"(0.0, 1000.0)",Citric Acid Cycle
761,CYANSTm_Neuron,"Cyanide sulfurtransferase, mitochondrial Neuron",cyan[mN] + tsul[mN] --> h[mN] + so3[mN] + tcynt[mN],"(0.0, 1000.0)",Cysteine Metabolism
762,CYANt_Neuron,Cyanide transport via diffusion (extracellular to cytosol) Neuron,cyan[I] <=> cyan[cN],"(-1000.0, 1000.0)","Transport, Extracellular"
763,CYANtm_Neuron,Cyanide transport via diffusion (mitochondrial) Neuron,cyan[cN] <=> cyan[mN],"(-1000.0, 1000.0)","Transport, Mitochondrial"
764,CYOOm2_Neuron,"cytochrome c oxidase, mitochondrial Complex IV Neuron",4.0 focytC[mN] + 8.0 h[mN] + o2[mN] --> 4.0 ficytC[mN] + 2.0 h2o[mN] + 4.0 h[cN],"(0.0, 1000.0)",Oxidative Phosphorylation
765,CYOR-u10m_Neuron,"ubiquinol-6 cytochrome c reductase, Complex III Neuron",2.0 ficytC[mN] + 2.0 h[mN] + q10h2[mN] --> 2.0 focytC[mN] + 4.0 h[cN] + q10[mN],"(0.0, 1000.0)",Oxidative Phosphorylation
766,CYSGLUexR_Neuron,L-cysteine/L-glutamine reversible exchanger Neuron,cys-L[I] + gln-L[cN] --> cys-L[cN] + gln-L[I],"(0.0, 0.0)","Transport, Extracellular"
767,CYSGLYexR_Neuron,L-cysteine/glycine reversible exchanger Neuron,cys-L[cN] + gly[I] <=> cys-L[I] + gly[cN],"(-1000.0, 1000.0)","Transport, Extracellular"
768,CYSO_Neuron,cysteine oxidase Neuron,cys-L[cN] + o2[cN] --> 3sala[cN] + 2.0 h[cN],"(0.0, 1000.0)",Taurine and hypotaurine metabolism
769,CYSTAm_Neuron,cysteine transaminase (mitochondrial) Neuron,akg[mN] + cys-L[mN] <=> glu-L[mN] + mercppyr[mN],"(-1000.0, 1000.0)",Cysteine Metabolism
770,CYStec_Neuron,L-cysteine transport via diffusion (extracellular to cytosol) Neuron,cys-L[I] <=> cys-L[cN],"(-1000.0, 1000.0)","Transport, Extracellular"
771,CYTK1m_Neuron,"cytidylate kinase (CMP),mitochondrial Neuron",atp[mN] + cmp[mN] <=> adp[mN] + cdp[mN],"(-1000.0, 1000.0)",Nucleotides
772,D-LACt2_Neuron,D-lactate transport via proton symport Neuron,h[I] + lac-D[I] <=> h[cN] + lac-D[cN],"(-1000.0, 1000.0)","Transport, Extracellular"
773,D-LACtm_Neuron,"D-lactate transport, mitochondrial Neuron",h[cN] + lac-D[cN] <=> h[mN] + lac-D[mN],"(-1000.0, 1000.0)","Transport, Mitochondrial"
774,DDPGAm_Neuron,"2-dehydro-3-deoxy-phosphogluconate aldolase, mitochondrial Neuron",4h2oglt[mN] <=> glx[mN] + pyr[mN],"(-1000.0, 1000.0)",Arginine and Proline Metabolism
775,DECDPtm_Neuron,"lipid, flip-flop intracellular transport Neuron",decdp[cN] <=> decdp[mN],"(-1000.0, 1000.0)","Transport, Mitochondrial"
776,DGNSKm_Neuron,deoxyguanosine kinase Neuron,atp[mN] + dgsn[mN] --> adp[mN] + dgmp[mN] + h[mN],"(0.0, 1000.0)",Nucleotides
777,DGSNt_Neuron,deoyguanosine transport via diffusion Neuron,dgsn[I] <=> dgsn[cN],"(-1000.0, 1000.0)","Transport, Extracellular"
778,DGSNtm_Neuron,deoyguanosine transport in mitochondria Neuron,dgsn[cN] <=> dgsn[mN],"(-1000.0, 1000.0)","Transport, Mitochondrial"
779,DHDPBMTm_Neuron,dihydroxydecaprenylbenzoate methyltransferase Neuron,3dpdhb[mN] + amet[mN] --> 3dpdhb_me[mN] + ahcys[mN] + h[mN],"(0.0, 1000.0)",Ubiquinone Biosynthesis
780,DHFtm_Neuron,dihydrofolate reversible mitochondrial transport Neuron,dhf[cN] <=> dhf[mN],"(-1000.0, 1000.0)","Transport, Mitochondrial"
781,DMGDHm_Neuron,"dimethylglycine dehydrogenase, mitochondrial Neuron",dmgly[mN] + fad[mN] + h2o[mN] --> fadh2[mN] + fald[mN] + sarcs[mN],"(0.0, 1000.0)","Glycine, Serine, and Threonine Metabolism"
782,DMGtm_Neuron,dimethylglycine transport via diffusion (cytosol to mitochondria) Neuron,dmgly[cN] <=> dmgly[mN],"(-1000.0, 1000.0)","Transport, Mitochondrial"
783,DPGM_Neuron,Diphosphoglyceromutase Neuron,13dpg[cN] --> 23dpg[cN] + h[cN],"(0.0, 0.0)",Glycolysis/Gluconeogenesis
784,DPGase_Neuron,Diphosphoglycerate phosphatase Neuron,23dpg[cN] + h2o[cN] --> 3pg[cN] + pi[cN],"(0.0, 1000.0)",Glycolysis/Gluconeogenesis
785,DPHMBDCm_Neuron,3-Decaprenyl-4-hydroxy-5-methoxybenzoate  decarboxylation Neuron,3dpdhb_me[mN] + h[mN] --> 2dp6mep[mN] + co2[mN],"(0.0, 1000.0)",Ubiquinone Biosynthesis
786,DURIK1m_Neuron,"deoxyuridine kinase (ATP:Deoxyuridine), mitochondrial Neuron",atp[mN] + duri[mN] --> adp[mN] + dump[mN] + h[mN],"(0.0, 1000.0)",Nucleotides
787,DURIt_Neuron,deoxyuridine transport via diffusion Neuron,duri[I] <=> duri[cN],"(-1000.0, 1000.0)","Transport, Extracellular"
788,DUTPDPm_Neuron,dUTP diphosphatase Neuron,dutp[mN] + h2o[mN] --> dump[mN] + h[mN] + ppi[mN],"(0.0, 1000.0)",Nucleotides
789,ECOAH12m_Neuron,3-hydroxyacyl-CoA dehydratase (3-hydroxyisobutyryl-CoA) (mitochondria) Neuron,2mp2coa[mN] + h2o[mN] <=> 3hibutcoa[mN],"(-1000.0, 1000.0)","Valine, Leucine, and Isoleucine Metabolism"
790,ECOAH1m_Neuron,3-hydroxyacyl-CoA dehydratase (3-hydroxybutanoyl-CoA) (mitochondria) Neuron,3hbcoa[mN] <=> b2coa[mN] + h2o[mN],"(-1000.0, 1000.0)",Tryptophan metabolism
791,ECOAH9m_Neuron,"2-Methylprop-2-enoyl-CoA (2-Methylbut-2-enoyl-CoA), mitochondrial Neuron",2mb2coa[mN] + h2o[mN] <=> 3hmbcoa[mN],"(-1000.0, 1000.0)","Valine, Leucine, and Isoleucine Metabolism"
792,EHGLAT2m_Neuron,"L-erythro-4-Hydroxyglutamate:2-oxoglutarate aminotransferase 2, mitochondrial Neuron",e4hglu[mN] + oaa[mN] --> 4h2oglt[mN] + asp-L[mN],"(0.0, 1000.0)",Arginine and Proline Metabolism
793,EHGLATm_Neuron,"L-erythro-4-Hydroxyglutamate:2-oxoglutarate aminotransferase, mitochondrial Neuron",akg[mN] + e4hglu[mN] --> 4h2oglt[mN] + glu-L[mN],"(0.0, 1000.0)",Arginine and Proline Metabolism
794,ENO_Neuron,enolase Neuron,2pg[cN] <=> h2o[cN] + pep[cN],"(-1000.0, 1000.0)",Glycolysis/Gluconeogenesis
795,ETF_Neuron,electron transfer flavoprotein Neuron,etfox[mN] + fadh2[mN] --> etfrd[mN] + fad[mN],"(0.0, 1000.0)",Fatty acid oxidation
796,ETFQO_Neuron,Electron transfer flavoprotein-ubiquinone oxidoreductase Neuron,etfrd[mN] + q10[mN] --> etfox[mN] + q10h2[mN],"(0.0, 1000.0)",Fatty acid oxidation
797,ETOHMO_Neuron,ethanol monooxygenase Neuron,etoh[cN] + h[cN] + nadph[cN] + o2[cN] --> acald[cN] + 2.0 h2o[cN] + nadp[cN],"(0.0, 1000.0)",Glycolysis/Gluconeogenesis
798,ETOHt_Neuron,ethanol reversible transport Neuron,etoh[I] <=> etoh[cN],"(-1000.0, 1000.0)","Transport, Extracellular"
799,FALDtm_Neuron,formaldehyde transport via diffusion (mitochondrial) Neuron,fald[mN] <=> fald[cN],"(-1000.0, 1000.0)","Transport, Mitochondrial"
800,FBA_Neuron,fructose-bisphosphate aldolase Neuron,fdp[cN] <=> dhap[cN] + g3p[cN],"(-1000.0, 1000.0)",Glycolysis/Gluconeogenesis
801,FCLTm_Neuron,"Ferrochelatase, mitochondrial Neuron",fe2[mN] + ppp9[mN] --> 2.0 h[mN] + pheme[mN],"(0.0, 1000.0)",Heme Biosynthesis
802,FE2tm_Neuron,iron (II) transport Neuron,fe2[cN] + h[cN] --> fe2[mN] + h[mN],"(0.0, 1000.0)","Transport, Mitochondrial"
803,FORt2m_Neuron,formate mitochondrial transport Neuron,for[mN] <=> for[cN],"(-1000.0, 1000.0)","Transport, Mitochondrial"
804,FPGS2m_Neuron,"folylpolyglutamate synthetase, mitochondrial Neuron",5thf[mN] + atp[mN] + glu-L[mN] --> 6thf[mN] + adp[mN] + h[mN] + pi[mN],"(0.0, 1000.0)",Folate Metabolism
805,FPGS3m_Neuron,"folylpolyglutamate synthetase, mitochondrial Neuron",6thf[mN] + atp[mN] + glu-L[mN] --> 7thf[mN] + adp[mN] + h[mN] + pi[mN],"(0.0, 1000.0)",Folate Metabolism
806,FPGS4m_Neuron,"folylpolyglutamate synthetase (DHF), mitochondrial Neuron",4.0 atp[mN] + dhf[mN] + 4.0 glu-L[mN] --> 5dhf[mN] + 4.0 adp[mN] + 4.0 h[mN] + 4.0 pi[mN],"(0.0, 1000.0)",Folate Metabolism
807,FPGS5m_Neuron,"folylpolyglutamate  synthetase (DHF), mitochondrial Neuron",5dhf[mN] + atp[mN] + glu-L[mN] --> 6dhf[mN] + adp[mN] + h[mN] + pi[mN],"(0.0, 1000.0)",Folate Metabolism
808,FPGS6m_Neuron,"folylpolyglutamate synthetase (DHF), mitochondrial Neuron",6dhf[mN] + atp[mN] + glu-L[mN] --> 7dhf[mN] + adp[mN] + h[mN] + pi[mN],"(0.0, 1000.0)",Folate Metabolism
809,FPGS7m_Neuron,"folylpolyglutamate synthetase (10fthf), mitochondrial Neuron",10fthf[mN] + 4.0 atp[mN] + 4.0 glu-L[mN] --> 10fthf5glu[mN] + 4.0 adp[mN] + 4.0 h[mN] + 4.0 pi[mN],"(0.0, 1000.0)",Folate Metabolism
810,FPGS8m_Neuron,"folylpolyglutamate synthetase (10fthf), mitochondrial Neuron",10fthf5glu[mN] + atp[mN] + glu-L[mN] --> 10fthf6glu[mN] + adp[mN] + h[mN] + pi[mN],"(0.0, 1000.0)",Folate Metabolism
811,FPGS9m_Neuron,"folylpolyglutamate synthetase (10fthf), mitochondrial Neuron",10fthf6glu[mN] + atp[mN] + glu-L[mN] --> 10fthf7glu[mN] + adp[mN] + h[mN] + pi[mN],"(0.0, 1000.0)",Folate Metabolism
812,FPGSm_Neuron,"folylpolyglutamate synthetase, mitochondrial Neuron",4.0 atp[mN] + 4.0 glu-L[mN] + thf[mN] --> 5thf[mN] + 4.0 adp[mN] + 4.0 h[mN] + 4.0 pi[mN],"(0.0, 1000.0)",Folate Metabolism
813,FTHFLm_Neuron,"formate-tetrahydrofolate ligase, mitochondrial Neuron",atp[mN] + for[mN] + thf[mN] <=> 10fthf[mN] + adp[mN] + pi[mN],"(-1000.0, 1000.0)",Folate Metabolism
814,FUMSO3tm_Neuron,"Fumarate:sulfite antiport, mitochondrial Neuron",fum[cN] + so3[mN] <=> fum[mN] + so3[cN],"(-1000.0, 1000.0)","Transport, Mitochondrial"
815,FUMSO4tm_Neuron,"Fumarate:sulfate antiport, mitochondrial Neuron",fum[cN] + so4[mN] <=> fum[mN] + so4[cN],"(-1000.0, 1000.0)","Transport, Mitochondrial"
816,FUMTSULtm_Neuron,"Fumarate:thiosulfate antiport, mitochondrial Neuron",fum[cN] + tsul[mN] <=> fum[mN] + tsul[cN],"(-1000.0, 1000.0)","Transport, Mitochondrial"
817,FUMm_Neuron,"fumarase, mitochondrial Neuron",fum[mN] + h2o[mN] <=> mal-L[mN],"(-1000.0, 1000.0)",Citric Acid Cycle
818,FUMtm_Neuron,"fumarate transport, mitochondrial Neuron",fum[cN] + pi[mN] <=> fum[mN] + pi[cN],"(-1000.0, 1000.0)","Transport, Mitochondrial"
819,G3PD2m_Neuron,"glycerol-3-phosphate dehydrogenase (FAD), mitochondrial Neuron",fad[mN] + glyc3p[cN] --> dhap[cN] + fadh2[mN],"(0.0, 1000.0)",Glycolysis/Gluconeogenesis
820,G5SDym_Neuron,glutamate-5-semialdehyde dehydrogenase (m) Neuron,glu5p[mN] + h[mN] + nadph[mN] --> glu5sa[mN] + nadp[mN] + pi[mN],"(0.0, 1000.0)",Urea cycle/amino group metabolism
821,G6PDH2r_Neuron,glucose 6-phosphate dehydrogenase Neuron,g6p[cN] + nadp[cN] <=> 6pgl[cN] + h[cN] + nadph[cN],"(-1000.0, 1000.0)",Pentose Phosphate Pathway
822,GAPD_Neuron,glyceraldehyde-3-phosphate dehydrogenase Neuron,g3p[cN] + nad[cN] + pi[cN] <=> 13dpg[cN] + h[cN] + nadh[cN],"(-1000.0, 1000.0)",Glycolysis/Gluconeogenesis
823,GCALDDm_Neuron,"Glycolaldehyde dehydrogenase, mitochondrial Neuron",gcald[mN] + h2o[mN] + nad[mN] --> glyclt[mN] + 2.0 h[mN] + nadh[mN],"(0.0, 1000.0)",Glyoxylate and Dicarboxylate Metabolism
824,GCC2am_Neuron,"glycine-cleavage complex (lipoamide), mitochondrial Neuron",gly[mN] + h[mN] + lpam[mN] <=> alpam[mN] + co2[mN],"(-1000.0, 1000.0)","Glycine, Serine, and Threonine Metabolism"
825,GCC2bim_Neuron,"glycine-cleavage system (lipoamide) irreversible, mitochondrial Neuron",alpam[mN] + thf[mN] --> dhlam[mN] + mlthf[mN] + nh4[mN],"(0.0, 1000.0)","Glycine, Serine, and Threonine Metabolism"
826,GCC2cm_Neuron,"glycine-cleavage complex (lipoamide), mitochondrial Neuron",dhlam[mN] + nad[mN] <=> h[mN] + lpam[mN] + nadh[mN],"(-1000.0, 1000.0)","Glycine, Serine, and Threonine Metabolism"
827,GCCam_Neuron,"glycine-cleavage complex (lipoylprotein), mitochondrial Neuron",gly[mN] + h[mN] + lpro[mN] <=> alpro[mN] + co2[mN],"(-1000.0, 1000.0)","Glycine, Serine, and Threonine Metabolism"
828,GCCbim_Neuron,"glycine-cleavage complex (lipoylprotein) irreversible, mitochondrial Neuron",alpro[mN] + thf[mN] --> dhlpro[mN] + mlthf[mN] + nh4[mN],"(0.0, 1000.0)","Glycine, Serine, and Threonine Metabolism"
829,GCCcm_Neuron,"glycine-cleavage complex (lipoylprotein), mitochondrial Neuron",dhlpro[mN] + nad[mN] <=> h[mN] + lpro[mN] + nadh[mN],"(-1000.0, 1000.0)","Glycine, Serine, and Threonine Metabolism"
830,GHMT2rm_Neuron,"glycine hydroxymethyltransferase, reversible, mitochondrial Neuron",ser-L[mN] + thf[mN] <=> gly[mN] + h2o[mN] + mlthf[mN],"(-1000.0, 1000.0)","Glycine, Serine, and Threonine Metabolism"
831,GHMT3m_Neuron,"glycine hydroxymethyltransferase, mitochondrial Neuron",3htmelys[mN] + h[mN] --> 4tmeabut[mN] + gly[mN],"(0.0, 1000.0)",Lysine Metabolism
832,GLACOm_Neuron,"D-Glucuronolactone:NAD+ oxidoreductase, mitochondrial Neuron",glac[mN] + 2.0 h2o[mN] + nad[mN] --> glcr[mN] + 3.0 h[mN] + nadh[mN],"(0.0, 1000.0)",Ascorbate and Aldarate Metabolism
833,GLNtm_Neuron,L-glutamine transport via electroneutral transporter Neuron,gln-L[cN] --> gln-L[mN],"(0.0, 1000.0)","Transport, Mitochondrial"
834,GLU5Km_Neuron,glutamate 5-kinase (m) Neuron,atp[mN] + glu-L[mN] --> adp[mN] + glu5p[mN],"(0.0, 1000.0)",Urea cycle/amino group metabolism
835,GLUDxm_Neuron,glutamate dehydrogenase (NAD) (mitochondrial) Neuron,glu-L[mN] + h2o[mN] + nad[mN] <=> akg[mN] + h[mN] + nadh[mN] + nh4[mN],"(-1000.0, 1000.0)",Glutamate metabolism
836,GLUDym_Neuron,"glutamate dehydrogenase (NADP), mitochondrial Neuron",glu-L[mN] + h2o[mN] + nadp[mN] --> akg[mN] + h[mN] + nadph[mN] + nh4[mN],"(0.0, 0.0)",Glutamate metabolism
837,GLUNm_Neuron,glutaminase (mitochondrial) Neuron,gln-L[mN] + h2o[mN] --> glu-L[mN] + nh4[mN],"(0.0, 1000.0)",Glutamate metabolism
838,GLUTCOADHm_Neuron,glutaryl-CoA dehydrogenase (mitochondria) Neuron,fad[mN] + glutcoa[mN] + h[mN] --> b2coa[mN] + co2[mN] + fadh2[mN],"(0.0, 1000.0)",Tryptophan metabolism
839,GLUVESSEC_Neuron,L-glutamate secretion via secretory vesicle (ATP driven) Neuron,atp[cN] + glu-L[cN] + h2o[cN] --> adp[cN] + glu-L[I] + h[cN] + pi[cN],"(0.0, 1000.0)","Transport, Extracellular"
840,GLUt2m_Neuron,"L-glutamate reversible transport via proton symport, mitochondrial Neuron",glu-L[cN] + h[cN] <=> glu-L[mN] + h[mN],"(-1000.0, 1000.0)","Transport, Mitochondrial"
841,GLYATm_Neuron,glycine C-acetyltransferase Neuron,accoa[mN] + gly[mN] <=> 2aobut[mN] + coa[mN],"(-1000.0, 1000.0)","Glycine, Serine, and Threonine Metabolism"
842,GLYCLTDym_Neuron,"Glycolate dehydrogenase (NADP), mitochondrial Neuron",glx[mN] + h[mN] + nadph[mN] --> glyclt[mN] + nadp[mN],"(0.0, 1000.0)",Glyoxylate and Dicarboxylate Metabolism
843,GLYCt_Neuron,glycerol transport via channel Neuron,glyc[cN] <=> glyc[I],"(-1000.0, 1000.0)","Transport, Extracellular"
844,GLYCtm_Neuron,glycerol transport Neuron,glyc[cN] <=> glyc[mN],"(-1000.0, 1000.0)","Transport, Mitochondrial"
845,GLYKm_Neuron,glycerol kinase Neuron,atp[mN] + glyc[mN] --> adp[mN] + glyc3p[mN] + h[mN],"(0.0, 1000.0)",Glycerophospholipid Metabolism
846,GLYOXm_Neuron,"hydroxyacylglutathione hydrolase, mitochondrial Neuron",h2o[mN] + lgt-S[mN] --> gthrd[mN] + h[mN] + lac-D[mN],"(0.0, 1000.0)",Pyruvate Metabolism
847,GLYtm_Neuron,glycine passive transport to mitochondria Neuron,gly[cN] <=> gly[mN],"(-1000.0, 1000.0)","Transport, Mitochondrial"
848,GND_Neuron,phosphogluconate dehydrogenase Neuron,6pgc[cN] + nadp[cN] --> co2[cN] + nadph[cN] + ru5p-D[cN],"(0.0, 1000.0)",Pentose Phosphate Pathway
849,GTHOm_Neuron,glutathione oxidoreductase Neuron,gthox[mN] + h[mN] + nadph[mN] --> 2.0 gthrd[mN] + nadp[mN],"(0.0, 1000.0)",Glutamate metabolism
850,GTHPm_Neuron,"glutathione peroxidase, mitochondria Neuron",2.0 gthrd[mN] + h2o2[mN] <=> gthox[mN] + 2.0 h2o[mN],"(-1000.0, 1000.0)",Glutathione Metabolism
851,H2CO3Dm_Neuron,carboxylic acid dissociation Neuron,co2[mN] + h2o[mN] <=> h2co3[mN],"(-1000.0, 1000.0)",Miscellaneous
852,H2O2t_Neuron,hydrogen peroxide transport via diffusion Neuron,h2o2[I] <=> h2o2[cN],"(-1000.0, 1000.0)","Transport, Extracellular"
853,H2O2tm_Neuron,hydrogen peroxide mitochondrial transport Neuron,h2o2[cN] <=> h2o2[mN],"(-1000.0, 1000.0)","Transport, Mitochondrial"
854,H2Ot_Neuron,H2O transport via diffusion Neuron,h2o[I] <=> h2o[cN],"(-1000.0, 1000.0)","Transport, Extracellular"
855,H2Otm_Neuron,"H2O transport, mitochondrial Neuron",h2o[cN] <=> h2o[mN],"(-1000.0, 1000.0)","Transport, Mitochondrial"
856,HACD1m_Neuron,3-hydroxyacyl-CoA dehydrogenase (acetoacetyl-CoA) (mitochondria) Neuron,aacoa[mN] + h[mN] + nadh[mN] <=> 3hbcoa[mN] + nad[mN],"(-1000.0, 1000.0)",Tryptophan metabolism
857,HACD9m_Neuron,"3-hydroxyacyl-CoA dehydrogenase (2-Methylacetoacetyl-CoA), mitochondrial Neuron",3hmbcoa[mN] + nad[mN] <=> 2maacoa[mN] + h[mN] + nadh[mN],"(-1000.0, 1000.0)","Valine, Leucine, and Isoleucine Metabolism"
858,HBZOPT10m_Neuron,Hydroxybenzoate Decaprenyltransferase Neuron,4hbz[mN] + decdp[mN] --> 3dphb[mN] + ppi[mN],"(0.0, 1000.0)",Ubiquinone Biosynthesis
859,HCO3Em_Neuron,HCO3 equilibration reaction Neuron,co2[mN] + h2o[mN] <=> h[mN] + hco3[mN],"(-1000.0, 1000.0)",Urea cycle/amino group metabolism
860,HEX1_Neuron,hexokinase (D-glucose:ATP) Neuron,atp[cN] + glc-D[cN] --> adp[cN] + g6p[cN] + h[cN],"(0.0, 1000.0)",Glycolysis/Gluconeogenesis
861,HIBDm_Neuron,"3-hydroxyisobutyrate dehydrogenase, mitochondrial Neuron",3hmp[mN] + nad[mN] <=> 2mop[mN] + h[mN] + nadh[mN],"(-1000.0, 1000.0)","Valine, Leucine, and Isoleucine Metabolism"
862,HMBS_Neuron,hydroxymethylbilane synthase Neuron,h2o[cN] + 4.0 ppbng[cN] --> hmbil[cN] + 4.0 nh4[cN],"(0.0, 1000.0)",Heme Biosynthesis
863,HMGCOASim_Neuron,Hydroxymethylglutaryl CoA synthase (ir) Neuron,aacoa[mN] + accoa[mN] + h2o[mN] --> coa[mN] + h[mN] + hmgcoa[mN],"(0.0, 1000.0)",Cholesterol Metabolism
864,HMGLm_Neuron,hydroxymethylglutaryl-CoA lyase Neuron,hmgcoa[mN] --> acac[mN] + accoa[mN],"(0.0, 1000.0)",Cholesterol Metabolism
865,HPROxm_Neuron,"L-hydroxyproline dehydrogenase (NAD), mitochondrial Neuron",4hpro-LT[mN] + nad[mN] --> 1p3h5c[mN] + 2.0 h[mN] + nadh[mN],"(0.0, 1000.0)",Arginine and Proline Metabolism
866,Ht_Neuron,proton diffusion Neuron,h[cN] --> h[I],"(0.0, 1000.0)",[]
867,Htm_Neuron,Uncoupling protein Neuron,h[cN] --> h[mN],"(0.0, 1000.0)","Transport, Mitochondrial"
868,ICDHxm_Neuron,Isocitrate dehydrogenase (NAD+) Neuron,icit[mN] + nad[mN] --> akg[mN] + co2[mN] + nadh[mN],"(0.0, 1000.0)",Citric Acid Cycle
869,ICDHyrm_Neuron,Isocitrate dehydrogenase (NADP+) Neuron,icit[mN] + nadp[mN] <=> akg[mN] + co2[mN] + nadph[mN],"(-1000.0, 1000.0)",Citric Acid Cycle
870,ILETA_Neuron,isoleucine transaminase Neuron,akg[cN] + ile-L[cN] <=> 3mop[cN] + glu-L[cN],"(-1000.0, 1000.0)","Valine, Leucine, and Isoleucine Metabolism"
871,ILETAm_Neuron,"isoleucine transaminase, mitochondrial Neuron",akg[mN] + ile-L[mN] <=> 3mop[mN] + glu-L[mN],"(-1000.0, 1000.0)","Valine, Leucine, and Isoleucine Metabolism"
872,ILEt5m_Neuron,Isoleucine mitochondrial transport Neuron,ile-L[cN] <=> ile-L[mN],"(-1000.0, 1000.0)","Transport, Mitochondrial"
873,ILEtec_Neuron,L-isoleucine transport via diffusion (extracellular to cytosol) Neuron,ile-L[I] <=> ile-L[cN],"(-1000.0, 1000.0)","Transport, Extracellular"
874,IMACTD_m_Neuron,Imidazole acetaldeyde dehydrogenase (mito) Neuron,h2o[mN] + im4act[mN] + nad[mN] --> 2.0 h[mN] + im4ac[mN] + nadh[mN],"(0.0, 1000.0)",Histidine Metabolism
875,ITCOAL1m_Neuron,"Itaconate--CoA ligase (GDP-forming), mitochondrial Neuron",coa[mN] + gtp[mN] + itacon[mN] <=> gdp[mN] + itaccoa[mN] + pi[mN],"(-1000.0, 1000.0)",C5-Branched dibasic acid metabolism
876,ITCOALm_Neuron,"Itaconate--CoA ligase (ADP-forming), mitochondrial Neuron",atp[mN] + coa[mN] + itacon[mN] <=> adp[mN] + itaccoa[mN] + pi[mN],"(-1000.0, 1000.0)",C5-Branched dibasic acid metabolism
877,Kt1r_Neuron,potassium transport via uniport (facilitated diffusion) Neuron,k[I] <=> k[cN],"(-1000.0, 1000.0)",[]
878,L-LACt2r_Neuron,L-lactate reversible transport via proton symport Neuron,h[I] + lac-L[I] --> h[cN] + lac-L[cN],"(0.0, 1000.0)","Transport, Extracellular"
879,L-LACtm_Neuron,"L-lactate transport, mitochondrial Neuron",h[cN] + lac-L[cN] --> h[mN] + lac-L[mN],"(0.0, 0.0)","Transport, Mitochondrial"
880,LCADi_Dm_Neuron,"lactaldehyde dehydrogenase, mitochondrial Neuron",h2o[mN] + lald-D[mN] + nad[mN] --> 2.0 h[mN] + lac-D[mN] + nadh[mN],"(0.0, 1000.0)",Pyruvate Metabolism
881,LCADim_Neuron,"lactaldehyde dehydrogenase, mitochondrial Neuron",h2o[mN] + lald-L[mN] + nad[mN] --> 2.0 h[mN] + lac-L[mN] + nadh[mN],"(0.0, 1000.0)",Pyruvate Metabolism
882,LCYSTATm_Neuron,"L-Cysteate:2-oxoglutarate aminotransferase, mitochondrial Neuron",Lcyst[mN] + akg[mN] <=> 3spyr[mN] + glu-L[mN],"(-1000.0, 1000.0)",Cysteine Metabolism
883,LDH_L_Neuron,L-lactate dehydrogenase Neuron,lac-L[cN] + nad[cN] --> h[cN] + nadh[cN] + pyr[cN],"(0.0, 1000.0)",Glycolysis/Gluconeogenesis
884,LDH_Lm_Neuron,L-lactate dehydrogenase Neuron,lac-L[mN] + nad[mN] --> h[mN] + nadh[mN] + pyr[mN],"(0.0, 1000.0)",Pyruvate Metabolism
885,LEUTA_Neuron,leucine transaminase Neuron,akg[cN] + leu-L[cN] <=> 4mop[cN] + glu-L[cN],"(-1000.0, 1000.0)","Valine, Leucine, and Isoleucine Metabolism"
886,LEUTAm_Neuron,"leucine transaminase, mitochondrial Neuron",akg[mN] + leu-L[mN] <=> 4mop[mN] + glu-L[mN],"(-1000.0, 1000.0)","Valine, Leucine, and Isoleucine Metabolism"
887,LEUt5m_Neuron,leucine mitochondrial transport Neuron,leu-L[cN] <=> leu-L[mN],"(-1000.0, 1000.0)","Transport, Mitochondrial"
888,LEUtec_Neuron,L-leucine transport via diffusion (extracellular to cytosol) Neuron,leu-L[I] <=> leu-L[cN],"(-1000.0, 1000.0)","Transport, Extracellular"
889,LSOProd_Neuron,Lumped superoxide production Neuron,focytC[mN] + o2[mN] --> ficytC[mN] + o2s[mN],"(0.0, 1000.0)",[]
890,LYStiDF_Neuron,L-lysine transport via diffusion (extracellular to cytosol) Neuron,lys-L[I] <=> lys-L[cN],"(-1000.0, 1000.0)","Transport, Extracellular"
891,LYStm_Neuron,Lysine mitochondrial transport via ornithine carrier Neuron,h[mN] + lys-L[cN] <=> h[cN] + lys-L[mN],"(-1000.0, 1000.0)","Transport, Mitochondrial"
892,MALSO3tm_Neuron,"Malate:sulfite antiport, mitochondrial Neuron",mal-L[cN] + so3[mN] <=> mal-L[mN] + so3[cN],"(-1000.0, 1000.0)","Transport, Mitochondrial"
893,MALSO4tm_Neuron,"Malate:sulfate antiport, mitochondrial Neuron",mal-L[cN] + so4[mN] <=> mal-L[mN] + so4[cN],"(-1000.0, 1000.0)","Transport, Mitochondrial"
894,MALTSULtm_Neuron,"Malate:thiosulfate antiport, mitochondrial Neuron",mal-L[cN] + tsul[mN] <=> mal-L[mN] + tsul[cN],"(-1000.0, 1000.0)","Transport, Mitochondrial"
895,MALtm_Neuron,"malate transport, mitochondrial Neuron",mal-L[cN] + pi[mN] <=> mal-L[mN] + pi[cN],"(-1000.0, 1000.0)","Transport, Mitochondrial"
